subject_accession,subject_taxonomy_id,kingdom,phylum,class,order,family,genus,species,sp_num,class_count,extra_organism
KY111029,573,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,1,653,n
KT292413,284011,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella,1,653,n
NC_044408,35684,Eukaryota,unknown phylum,Dictyochophyceae,Pedinellales,unknown family,Pseudopedinella,Pseudopedinella elastica,1,22,n
MK518353,35684,Eukaryota,unknown phylum,Dictyochophyceae,Pedinellales,unknown family,Pseudopedinella,Pseudopedinella elastica,2,22,n
LN735339,1606628,Eukaryota,unknown phylum,Dictyochophyceae,Pedinellales,unknown family,Pedinella,Pedinella,1,22,n
LN735340,1606629,Eukaryota,unknown phylum,Dictyochophyceae,Pedinellales,unknown family,Pedinella,Pedinella,2,22,n
JX291757,1141622,Eukaryota,unknown phylum,unknown class,unknown order,unknown family,unknown genus,picoeukaryote,1,393,n
AY702158,296676,Eukaryota,unknown phylum,Dictyochophyceae,Pedinellales,unknown family,Mesopedinella,Mesopedinella arctica,1,22,n
NC_044407,236787,Eukaryota,unknown phylum,Dictyochophyceae,Florenciellales,unknown family,Florenciella,Florenciella parvula,1,22,n
MK518352,236787,Eukaryota,unknown phylum,Dictyochophyceae,Florenciellales,unknown family,Florenciella,Florenciella parvula,2,22,n
LN735272,1606602,Eukaryota,unknown phylum,Dictyochophyceae,Florenciellales,unknown family,Florenciella,Florenciella,1,22,n
LN735279,1606603,Eukaryota,unknown phylum,Dictyochophyceae,Florenciellales,unknown family,Florenciella,Florenciella,2,22,n
LN735338,1606605,Eukaryota,unknown phylum,Dictyochophyceae,Pedinellales,unknown family,Helicopedinella,Helicopedinella,1,22,n
LN735285,1606596,Eukaryota,unknown phylum,Dictyochophyceae,unknown order,unknown family,unknown genus,Dictyochophyceae,1,22,n
MZ571699,2811648,Eukaryota,unknown phylum,Bolidophyceae,unknown order,unknown family,unknown genus,Bolidophyceae,1,8,n
MZ571696,315793,Eukaryota,unknown phylum,Dictyochophyceae,unknown order,unknown family,unknown genus,dictyochophyte,1,22,n
AF216512,111010,Bacteria,Pseudomonadota,Alphaproteobacteria,unknown order,unknown family,unknown genus,alpha proteobacterium ProCentr,1,272,n
AF216513,111006,Bacteria,Pseudomonadota,Alphaproteobacteria,unknown order,unknown family,unknown genus,alpha proteobacterium Chae,1,272,n
KU173773,1844668,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Loktanella,Loktanella,1,272,n
MT449038,245188,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Yoonia,Yoonia vestfoldensis,1,272,n
NR_178687,1508389,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Cognatiyoonia,Cognatiyoonia sediminum,1,272,n
MT452295,1286148,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Yoonia,Yoonia sediminilitoris,1,272,n
ON027457,1648494,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Ascidiaceihabitans,Ascidiaceihabitans,1,272,n
OP344319,1435347,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Yoonia,Yoonia maritima,1,272,n
MT406553,1579316,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Falsihalocynthiibacter,Falsihalocynthiibacter arcticus,1,272,n
HQ847982,455651,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Tateyamaria,Tateyamaria,1,272,n
AF259629,126083,Bacteria,Pseudomonadota,Alphaproteobacteria,unknown order,unknown family,unknown genus,alpha Proteobacterium,1,272,n
MT452291,364200,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Cognatiyoonia,Cognatiyoonia koreensis,1,272,n
MK587644,2212373,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Yoonia,Yoonia,1,272,n
KU524458,1779859,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Sulfitobacter,Sulfitobacter,1,272,n
OM317464,1759419,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Pseudohalocynthiibacter,Pseudohalocynthiibacter,1,272,n
MT406673,475083,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Roseovarius,Roseovarius aestuarii,1,272,n
MT406649,287098,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Yoonia,Yoonia rosea,1,272,n
OL649795,287097,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Loktanella,Loktanella agnita,1,272,n
NR_133970,1510460,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Ascidiaceihabitans,Ascidiaceihabitans donghaensis,1,272,n
AJ319823,163502,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,Coscinodiscus,1,151,n
KC815470,1513858,Eukaryota,Bacillariophyta,Coscinodiscophyceae,unknown order,unknown family,unknown genus,Paralia,1,151,n
GU326320,659498,Eukaryota,Bacillariophyta,unknown class,unknown order,unknown family,unknown genus,freshwater diatom,1,393,n
FJ002181,555748,Eukaryota,Bacillariophyta,Coscinodiscophyceae,unknown order,Aulacoseiraceae,Aulacoseira,Aulacoseira granulata var angustissima,1,151,n
AJ536463,49234,Eukaryota,Bacillariophyta,Coscinodiscophyceae,unknown order,Aulacoseiraceae,Aulacoseira,Aulacoseira ambigua,1,151,n
HM213510,212501,Eukaryota,Foraminifera,unknown class,Rotaliida,Elphidiidae,Elphidium,Elphidium excavatum,1,393,n
MG571573,1940284,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Palleronia,Palleronia,1,272,n
NR_158038,1481893,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Planktotalea,Planktotalea arctica,1,272,n
NR_165027,2489174,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paenimaribius,Paenimaribius caenipelagi,1,272,n
MK108048,2307002,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Sinirhodobacter,Sinirhodobacter,1,272,n
FJ002222,265527,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula phyllepta,1,128,n
DQ647611,391294,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Phaeodactylaceae,Phaeodactylum,Phaeodactylum,1,128,n
MN845146,2684268,Eukaryota,Bacillariophyta,Mediophyceae,Biddulphiales,Biddulphiaceae,unknown genus,Biddulphia,1,54,n
NC_038007,1003022,Eukaryota,Bacillariophyta,Mediophyceae,Biddulphiales,Biddulphiaceae,Biddulphia,Biddulphia tridens,1,54,n
NC_037995,1003089,Eukaryota,Bacillariophyta,Mediophyceae,Triceratiales,Plagiogrammaceae,Plagiogramma,Plagiogramma staurophorum,1,54,n
MG755806,1003022,Eukaryota,Bacillariophyta,Mediophyceae,Biddulphiales,Biddulphiaceae,Biddulphia,Biddulphia tridens,2,54,n
MG755792,1003089,Eukaryota,Bacillariophyta,Mediophyceae,Triceratiales,Plagiogrammaceae,Plagiogramma,Plagiogramma staurophorum,2,54,n
AB355752,463357,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,unknown genus,Asterionella,2,37,n
EU346643,491527,Bacteria,unknown phylum,unknown class,unknown order,unknown family,unknown genus,marine sponge bacterium chitin,1,393,n
NC_044465,1487565,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Amphipleuraceae,Halamphora,Halamphora coffeaeformis,1,128,n
BK023770,2170413,Heunggongvirae,Uroviricota,Caudoviricetes,unknown order,unknown family,unknown genus,Caudoviricetes,1,1,n
OK637333,186022,Eukaryota,Bacillariophyta,Fragilariophyceae,Thalassionemales,Thalassionemataceae,Thalassionema,Thalassionema frauenfeldii,1,37,n
NC_060859,33649,Eukaryota,Bacillariophyta,Fragilariophyceae,Thalassionemales,Thalassionemataceae,Thalassionema,Thalassionema nitzschioides,1,37,n
NC_060858,186022,Eukaryota,Bacillariophyta,Fragilariophyceae,Thalassionemales,Thalassionemataceae,Thalassionema,Thalassionema frauenfeldii,2,37,n
AF001657,61670,Eukaryota,unknown phylum,unknown class,unknown order,unknown family,unknown genus,environmental,1,393,n
OK637335,186022,Eukaryota,Bacillariophyta,Fragilariophyceae,Thalassionemales,Thalassionemataceae,Thalassionema,Thalassionema frauenfeldii,3,37,n
FJ002197,420258,Eukaryota,Bacillariophyta,Fragilariophyceae,Thalassionemales,Thalassionemataceae,Thalassionema,Thalassionema,1,37,n
AJ536454,33649,Eukaryota,Bacillariophyta,Fragilariophyceae,Thalassionemales,Thalassionemataceae,Thalassionema,Thalassionema nitzschioides,2,37,n
OK637334,426664,Eukaryota,Bacillariophyta,Fragilariophyceae,Thalassionemales,Thalassionemataceae,Thalassionema,Thalassionema bacillare,1,37,n
OK637332,426664,Eukaryota,Bacillariophyta,Fragilariophyceae,Thalassionemales,Thalassionemataceae,Thalassionema,Thalassionema bacillare,2,37,n
NC_060857,426664,Eukaryota,Bacillariophyta,Fragilariophyceae,Thalassionemales,Thalassionemataceae,Thalassionema,Thalassionema bacillare,3,37,n
NC_038006,1158022,Eukaryota,Bacillariophyta,Mediophyceae,Biddulphiales,Biddulphiaceae,Biddulphia,Biddulphia biddulphiana,1,54,n
MG755805,1158022,Eukaryota,Bacillariophyta,Mediophyceae,Biddulphiales,Biddulphiaceae,Biddulphia,Biddulphia biddulphiana,2,54,n
JN625663,352351,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,unknown genus,Rhodospirillaceae,1,272,n
JN233082,281031,Bacteria,Pseudomonadota,Alphaproteobacteria,unknown order,unknown family,unknown genus,SAR cluster alpha proteobacterium,1,272,n
KM277180,540278,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Nereida,Nereida,1,272,n
NC_056371,1335017,Eukaryota,Bacillariophyta,Mediophyceae,Eupodiscales,Odontellaceae,Odontella,Odontella regia,2,54,n
NR_174271,2500160,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Leucothrix,Leucothrix sargassi,1,653,n
MG694252,1940280,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Leucothrix,Leucothrix,1,653,n
NR_136768,1247513,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Leucothrix,Leucothrix pacifica,1,653,n
MK955340,1481894,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Leucothrix,Leucothrix arctica,1,653,n
NR_118099,45248,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Leucothrix,Leucothrix mucor,1,653,n
FN393025,552704,Bacteria,Pseudomonadota,Gammaproteobacteria,unknown order,unknown family,unknown genus,gamma proteobacterium ectosymbiont,1,653,n
MK577319,2030882,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,unknown genus,Thiotrichaceae,1,653,n
FR682107,891977,Bacteria,unknown phylum,unknown class,unknown order,unknown family,unknown genus,Siboglinidae associated,1,393,n
DQ189596,285271,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,Methylophaga,1,653,n
MT371245,153499,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylobacter,Methylobacter,1,653,n
MH061213,2126031,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas,Cocleimonas,1,653,n
MN602490,363180,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,unknown family,unknown genus,Methylococcales,1,653,n
MH929782,634765,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas,Cocleimonas flava,1,653,n
LT220840,34058,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylobacter,Methylobacter marinus,1,653,n
OQ071691,40223,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,Methylophaga thalassica,1,653,n
NR_114082,45496,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,Methylophaga sulfidovorans,1,653,n
AF177314,105971,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,unknown genus,type I methanotroph,1,653,n
KF945141,223185,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix,1,653,n
CP064653,2785785,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas,Methylomonas,1,653,n
NR_114081,45495,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,Methylophaga marina,1,653,n
NC_063815,907947,Eukaryota,Oomycota,unknown class,Pythiales,Pythiaceae,Phytopythium,Phytopythium vexans,1,393,n
GU138663,2052682,Eukaryota,Oomycota,unknown class,Pythiales,Pythiaceae,Globisporangium,Globisporangium ultimum,1,393,n
MH325167,542832,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Peronospora,Peronospora effusa,1,393,n
KT893456,230439,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Peronospora,Peronospora tabacina,1,393,n
OK574298,325452,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora kernoviae,1,393,n
NC_063792,100870,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora litchii,1,393,n
MW648547,2853999,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Nothophytophthora,Nothophytophthora,1,393,n
NC_056124,360399,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora fallax,1,393,n
NC_056123,360400,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora captiosa,1,393,n
NC_045089,555429,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora sansomeana,1,393,n
NC_042478,162120,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Pseudoperonospora,Pseudoperonospora humuli,1,393,n
KT072718,143453,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Pseudoperonospora,Pseudoperonospora cubensis,1,393,n
NC_063799,129355,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora lateralis,1,393,n
NC_063796,4786,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora cryptogea,1,393,n
MN883605,458840,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora novaeguinee,1,393,n
NC_056122,129351,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora heveae,1,393,n
MK324982,167967,Bacteria,Mycoplasmatota,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma,1,1,n
KT946598,374175,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora polonica,1,393,n
AP014838,114742,Eukaryota,Oomycota,unknown class,Pythiales,Pythiaceae,Pythium,Pythium insidiosum,1,393,n
NC_009385,67593,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora sojae,1,393,n
NC_067071,129352,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora humicola,1,393,n
NC_067068,911891,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora capensis,1,393,n
NC_063801,538568,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora pinifolia,1,393,n
MT032127,1642464,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora cocois,1,393,n
MN883607,1692154,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora chlamydospora,1,393,n
AM989554,179533,Eukaryota,Oomycota,unknown class,unknown order,unknown family,unknown genus,Oomycota,1,393,n
NC_009384,164328,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora ramorum,1,393,n
CP106981,1642459,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora agathidicida,1,393,n
NC_067075,53987,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora pseudotsugae,1,393,n
NC_067074,78237,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora gonapodyides,1,393,n
NC_067073,89334,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora clandestina,1,393,n
NC_067072,89335,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora ilicis,1,393,n
NC_067070,53984,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora citricola,1,393,n
NC_067069,631358,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora asparagi,1,393,n
NC_067066,4793,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora citrophthora,1,393,n
NC_067065,129348,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora botryosa,1,393,n
OK574305,4784,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora capsici,1,393,n
OK574296,129350,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora colocasiae,1,393,n
OK574286,639000,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora plurivora,1,393,n
NC_063814,53983,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora cambivora,1,393,n
NC_063813,299392,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora x alni,1,393,n
NC_063810,4795,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora megakarya,1,393,n
NC_063805,4781,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Plasmopara,Plasmopara halstedii,1,393,n
NC_063803,1690101,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora taxon totara,1,393,n
NC_063800,596104,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora multivora,1,393,n
NC_063797,53985,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora fragariae,1,393,n
NC_063793,137729,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora tropicalis,1,393,n
NC_063789,272952,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Hyaloperonospora,Hyaloperonospora arabidopsidis,1,393,n
BK012096,2022663,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora,1,393,n
MT032128,4796,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora palmivora,1,393,n
MH286886,4787,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora infestans,1,393,n
KY851301,4790,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora nicotianae,1,393,n
NC_015622,283007,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora ipomoeae,1,393,n
NC_015619,283009,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora andina,1,393,n
NC_015616,129358,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora phaseoli,1,393,n
NC_015606,129356,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora mirabilis,1,393,n
NC_070108,230839,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Peronosclerospora,Peronosclerospora sorghi,1,393,n
NC_067067,295481,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora hedraiandra,1,393,n
OK574297,1330343,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora pluvialis,1,393,n
OK574295,29920,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora cactorum,1,393,n
OK574287,4785,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora cinnamomi,1,393,n
NC_063812,2496075,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora aleatoria,1,393,n
NC_063807,129364,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora rubi,1,393,n
NC_063806,78236,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora quercina,1,393,n
NC_063790,622444,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Peronospora,Peronospora belbahrii,1,393,n
BK012094,1317063,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora parasitica,1,393,n
BK012089,622258,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora cinnamomi var cinnamomi,1,393,n
NC_056120,1642465,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora castaneae,1,393,n
NC_063809,1833877,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora versiformis,1,393,n
NC_063808,1985166,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Phytophthora,Phytophthora tubulina,1,393,n
MH271689,4779,Eukaryota,Oomycota,unknown class,Peronosporales,Peronosporaceae,Bremia,Bremia lactucae,1,393,n
KX405005,157072,Eukaryota,Oomycota,unknown class,Saprolegniales,Saprolegniaceae,Aphanomyces,Aphanomyces invadans,1,393,n
NC_022179,74557,Eukaryota,Oomycota,unknown class,Saprolegniales,Saprolegniaceae,Thraustotheca,Thraustotheca clavata,1,393,n
NC_022178,1202772,Eukaryota,Oomycota,unknown class,Saprolegniales,Saprolegniaceae,Achlya,Achlya hypogyna,1,393,n
KX405004,112090,Eukaryota,Oomycota,unknown class,Saprolegniales,Saprolegniaceae,Aphanomyces,Aphanomyces astaci,1,393,n
NC_005984,4770,Eukaryota,Oomycota,unknown class,Saprolegniales,Saprolegniaceae,Saprolegnia,Saprolegnia ferax,1,393,n
NC_066074,2018708,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Haslea,Haslea avium,1,128,n
KT952293,1776895,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia,1,128,n
EU437511,253830,Bacteria,Myxococcota,Myxococcia,Myxococcales,unknown family,unknown genus,Myxococcales,1,5,n
