scientificName,taxonID,taxonRank,kingdom,phylum,class,order,family,genus,species,province
Syntrophaceae,570204,Family,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,NA,NA,North Central Pacific Gyre
Opisthoproctus soleatus,126733,Species,Animalia,Chordata,Actinopteri,Argentiniformes,Opisthoproctidae,Opisthoproctus,Opisthoproctus soleatus,North Central Pacific Gyre
Dentoglobigerina tripartita,1026823,Species,Chromista,Foraminifera,Globothalamea,Rotaliida,Globoquadrinidae,Dentoglobigerina,Dentoglobigerina tripartita,North Central Pacific Gyre
Kophobelemnidae,128483,Family,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Kophobelemnidae,NA,NA,North Central Pacific Gyre
Bathyalcyon robustum,724718,Species,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Coralliidae,Bathyalcyon,Bathyalcyon robustum,North Central Pacific Gyre
Gymnothorax flavimarginatus,217495,Species,Animalia,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax flavimarginatus,North Central Pacific Gyre
Gelidiales,146315,Order,Plantae,Rhodophyta,Florideophyceae,Gelidiales,NA,NA,NA,North Central Pacific Gyre
Polymixia berndti,217725,Species,Animalia,Chordata,Actinopteri,Polymixiiformes,Polymixiidae,Polymixia,Polymixia berndti,North Central Pacific Gyre
Stemonidium hypomelas,282881,Species,Animalia,Chordata,Actinopteri,Anguilliformes,Serrivomeridae,Stemonidium,Stemonidium hypomelas,North Central Pacific Gyre
Microbacterium,415634,Genus,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Microbacterium,NA,North Central Pacific Gyre
Caryophylliidae,135073,Family,Animalia,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,NA,NA,North Central Pacific Gyre
Trachinocephalus myops,158884,Species,Animalia,Chordata,Actinopteri,Aulopiformes,Synodontidae,Trachinocephalus,Trachinocephalus myops,North Central Pacific Gyre
Muriceides,125310,Genus,Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Paramuriceidae,Muriceides,NA,North Central Pacific Gyre
Turbinaria ornata,221490,Species,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Turbinaria,Turbinaria ornata,North Central Pacific Gyre
Actinomycetales,178058,Order,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,NA,NA,NA,North Central Pacific Gyre
Diaphus phillipsi,272687,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,Diaphus phillipsi,North Central Pacific Gyre
Asbestopluma (Asbestopluma),235782,Subgenus,Animalia,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,Asbestopluma,NA,North Central Pacific Gyre
Hyphomonas,567580,Genus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hyphomonas,NA,North Central Pacific Gyre
Avocettina infans,126304,Species,Animalia,Chordata,Actinopteri,Anguilliformes,Nemichthyidae,Avocettina,Avocettina infans,North Central Pacific Gyre
Myctophum obtusirostre,158904,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Myctophum,Myctophum obtusirostre,North Central Pacific Gyre
Feresa attenuata,137095,Species,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Feresa,Feresa attenuata,North Central Pacific Gyre
Walteria flemmingii,171884,Species,Animalia,Porifera,Hexactinellida,Lyssacinosida,Euplectellidae,Walteria,Walteria flemmingii,North Central Pacific Gyre
Synodontidae,125449,Family,Animalia,Chordata,Actinopteri,Aulopiformes,Synodontidae,NA,NA,North Central Pacific Gyre
Montipora incrassata,287714,Species,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora,Montipora incrassata,North Central Pacific Gyre
Microdictyon,143993,Genus,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Anadyomenaceae,Microdictyon,NA,North Central Pacific Gyre
Cladophora vagabunda,145070,Species,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,Cladophora vagabunda,North Central Pacific Gyre
Scalicus engyceros,1020525,Species,Animalia,Chordata,Actinopteri,Perciformes,Peristediidae,Scalicus,Scalicus engyceros,North Central Pacific Gyre
Lampadena urophaos,126609,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Lampadena,Lampadena urophaos,North Central Pacific Gyre
Caulerpa taxifolia,144476,Species,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Caulerpaceae,Caulerpa,Caulerpa taxifolia,North Central Pacific Gyre
Madracis kauaiensis,208944,Species,Animalia,Cnidaria,Anthozoa,Scleractinia,Pocilloporidae,Madracis,Madracis kauaiensis,North Central Pacific Gyre
Keroeides mosaica,517724,Species,Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Keroeididae,Keroeides,Keroeides mosaica,North Central Pacific Gyre
Leptastrea bewickensis,287822,Species,Animalia,Cnidaria,Anthozoa,Scleractinia,Leptastreidae,Leptastrea,Leptastrea bewickensis,North Central Pacific Gyre
Thysanactis dentex,282973,Species,Animalia,Chordata,Actinopteri,Stomiiformes,Stomiidae,Thysanactis,Thysanactis dentex,North Central Pacific Gyre
Anthomuricea tenuispina,289430,Species,Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Paramuriceidae,Anthomuricea,Anthomuricea tenuispina,North Central Pacific Gyre
Diaphus brachycephalus,126589,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,Diaphus brachycephalus,North Central Pacific Gyre
Dendronephthya alexanderi,288932,Species,Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Nephtheidae,Dendronephthya,Dendronephthya alexanderi,North Central Pacific Gyre
Virgularia,128503,Genus,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Virgulariidae,Virgularia,NA,North Central Pacific Gyre
Halimeda taenicola,372307,Species,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Halimedaceae,Halimeda,Halimeda taenicola,North Central Pacific Gyre
Cloacibacterium,571111,Genus,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Cloacibacterium,NA,North Central Pacific Gyre
Leptostomias,126212,Genus,Animalia,Chordata,Actinopteri,Stomiiformes,Stomiidae,Leptostomias,NA,North Central Pacific Gyre
Stylasteridae,22805,Family,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Stylasteridae,NA,NA,North Central Pacific Gyre
Eurypharynx pelecanoides,127165,Species,Animalia,Chordata,Actinopteri,Saccopharyngiformes,Eurypharyngidae,Eurypharynx,Eurypharynx pelecanoides,North Central Pacific Gyre
Heterocentrotus,205582,Genus,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinometridae,Heterocentrotus,NA,North Central Pacific Gyre
Truepera,571506,Genus,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Trueperaceae,Truepera,NA,North Central Pacific Gyre
Actiniaria,1360,Order,Animalia,Cnidaria,Anthozoa,Actiniaria,NA,NA,NA,North Central Pacific Gyre
Phalaropus fulicarius,137168,Species,Animalia,Chordata,Aves,Charadriiformes,Phalaropodidae,Phalaropus,Phalaropus fulicarius,North Central Pacific Gyre
Pristipomoides filamentosus,218511,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Lutjanidae,Pristipomoides,Pristipomoides filamentosus,North Central Pacific Gyre
Anomura,106671,Infraorder,Animalia,Arthropoda,Malacostraca,Decapoda,NA,NA,NA,North Central Pacific Gyre
Diogenidae,106736,Family,Animalia,Arthropoda,Malacostraca,Decapoda,Diogenidae,NA,NA,North Central Pacific Gyre
Thalassiothrix,157081,Genus,Chromista,Ochrophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassiothrix,NA,North Central Pacific Gyre
Balaenoptera,137013,Genus,Animalia,Chordata,Mammalia,Cetartiodactyla,Balaenopteridae,Balaenoptera,NA,North Central Pacific Gyre
Diplostraca,155670,Superorder,Animalia,Arthropoda,Branchiopoda,NA,NA,NA,NA,North Central Pacific Gyre
Coris ballieui,273550,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Coris,Coris ballieui,North Central Pacific Gyre
Gymnothorax eurostus,217496,Species,Animalia,Chordata,Actinopteri,Anguilliformes,Muraenidae,Gymnothorax,Gymnothorax eurostus,North Central Pacific Gyre
Pseudanthias bicolor,218276,Species,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Pseudanthias,Pseudanthias bicolor,North Central Pacific Gyre
Gemmatimonas,571302,Genus,Bacteria,Gemmatimonadetes,Gemmatimonadetes(class),Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA,North Central Pacific Gyre
Victivallis,571516,Genus,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Victivallis,NA,North Central Pacific Gyre
Sternoptyx pseudobscura,127315,Species,Animalia,Chordata,Actinopteri,Stomiiformes,Sternoptychidae,Sternoptyx,Sternoptyx pseudobscura,North Central Pacific Gyre
Erythrobacteraceae,568242,Family,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,NA,NA,North Central Pacific Gyre
Eknomisis,759254,Genus,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Keratoisididae,Eknomisis,NA,North Central Pacific Gyre
Phronimidae,101420,Family,Animalia,Arthropoda,Malacostraca,Amphipoda,Phronimidae,NA,NA,North Central Pacific Gyre
Melamphaes,126181,Genus,Animalia,Chordata,Actinopteri,Beryciformes,Melamphaidae,Melamphaes,NA,North Central Pacific Gyre
Faecalibacterium,571446,Genus,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,NA,North Central Pacific Gyre
Lampanyctus,125825,Genus,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Lampanyctus,NA,North Central Pacific Gyre
Monachus schauinslandi,255019,Species,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Monachus,Monachus schauinslandi,North Central Pacific Gyre
Callogorgia formosa,286487,Species,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Primnoidae,Callogorgia,Callogorgia formosa,North Central Pacific Gyre
Dictyosphaeria cavernosa,214395,Species,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Siphonocladaceae,Dictyosphaeria,Dictyosphaeria cavernosa,North Central Pacific Gyre
Odontoceti,148723,Superfamily,Animalia,Chordata,Mammalia,Cetartiodactyla,NA,NA,NA,North Central Pacific Gyre
Lampanyctus nobilis,158897,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Lampanyctus,Lampanyctus nobilis,North Central Pacific Gyre
Javania,135115,Genus,Animalia,Cnidaria,Anthozoa,Scleractinia,Flabellidae,Javania,NA,North Central Pacific Gyre
Diaphus chrysorhynchus,272662,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,Diaphus chrysorhynchus,North Central Pacific Gyre
Desulfobulbaceae,570067,Family,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,NA,NA,North Central Pacific Gyre
Cycloseris sinensis,716552,Species,Animalia,Cnidaria,Anthozoa,Scleractinia,Fungiidae,Cycloseris,Cycloseris sinensis,North Central Pacific Gyre
Lampanyctus tenuiformis,158898,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Lampanyctus,Lampanyctus tenuiformis,North Central Pacific Gyre
Abraliopsis falco,341848,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Enoploteuthidae,Abraliopsis,Abraliopsis falco,North Central Pacific Gyre
Rhodocyclaceae,569933,Family,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,NA,NA,North Central Pacific Gyre
Lobactis scutaria,716542,Species,Animalia,Cnidaria,Anthozoa,Scleractinia,Fungiidae,Lobactis,Lobactis scutaria,North Central Pacific Gyre
Lobophora,144087,Genus,Chromista,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Lobophora,NA,North Central Pacific Gyre
Clostridia,565167,Class,Bacteria,Firmicutes,Clostridia,NA,NA,NA,NA,North Central Pacific Gyre
Bathygorgia,883738,Genus,Animalia,Cnidaria,Anthozoa,Scleralcyonacea,Keratoisididae,Bathygorgia,NA,North Central Pacific Gyre
Gyrodinium,109476,Genus,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,NA,North Central Pacific Gyre
Malacosteus niger,127358,Species,Animalia,Chordata,Actinopteri,Stomiiformes,Stomiidae,Malacosteus,Malacosteus niger,North Central Pacific Gyre
Hypnea,144157,Genus,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Cystocloniaceae,Hypnea,NA,North Central Pacific Gyre
Paracis,267673,Genus,Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Paramuriceidae,Paracis,NA,North Central Pacific Gyre
Eustomias bifilis,275068,Species,Animalia,Chordata,Actinopteri,Stomiiformes,Stomiidae,Eustomias,Eustomias bifilis,North Central Pacific Gyre
Roseovarius,393159,Genus,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,NA,North Central Pacific Gyre
Polaribacter,563947,Genus,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Polaribacter,NA,North Central Pacific Gyre
Cyclothone pallida,127288,Species,Animalia,Chordata,Actinopteri,Stomiiformes,Gonostomatidae,Cyclothone,Cyclothone pallida,North Central Pacific Gyre
Chroococcales,146543,Order,Bacteria,Cyanobacteria,Cyanophyceae,Chroococcales,NA,NA,NA,North Central Pacific Gyre
Dactyloptena orientalis,218158,Species,Animalia,Chordata,Actinopteri,Dactylopteriformes,Dactylopteridae,Dactyloptena,Dactyloptena orientalis,North Central Pacific Gyre
Idiacanthus antrostomus,275151,Species,Animalia,Chordata,Actinopteri,Stomiiformes,Stomiidae,Idiacanthus,Idiacanthus antrostomus,North Central Pacific Gyre
Antipathes grandis,283903,Species,Animalia,Cnidaria,Anthozoa,Antipatharia,Antipathidae,Antipathes,Antipathes grandis,North Central Pacific Gyre
Scopeloberyx opisthopterus,127275,Species,Animalia,Chordata,Actinopteri,Beryciformes,Melamphaidae,Scopeloberyx,Scopeloberyx opisthopterus,North Central Pacific Gyre
Holothuriidae,731943,Family,Animalia,Echinodermata,Holothuroidea,Holothuriida,Holothuriidae,NA,NA,North Central Pacific Gyre
Odontostomops normalops,126340,Species,Animalia,Chordata,Actinopteri,Aulopiformes,Evermannellidae,Odontostomops,Odontostomops normalops,North Central Pacific Gyre
Melamphaes simus,127269,Species,Animalia,Chordata,Actinopteri,Beryciformes,Melamphaidae,Melamphaes,Melamphaes simus,North Central Pacific Gyre
Ulva,144296,Genus,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,NA,North Central Pacific Gyre
Acanthophora spicifera,211768,Species,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Acanthophora,Acanthophora spicifera,North Central Pacific Gyre
Alpheidae,106776,Family,Animalia,Arthropoda,Malacostraca,Decapoda,Alpheidae,NA,NA,North Central Pacific Gyre
Dendropathes bacotaylorae,289796,Species,Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Dendropathes,Dendropathes bacotaylorae,North Central Pacific Gyre
Cheilodactylus vittatus,311553,Species,Animalia,Chordata,Actinopteri,Centrarchiformes,Cheilodactylidae,Cheilodactylus,Cheilodactylus vittatus,North Central Pacific Gyre
Stylephorus chordatus,126526,Species,Animalia,Chordata,Actinopteri,Stylephoriformes,Stylephoridae,Stylephorus,Stylephorus chordatus,North Central Pacific Gyre
Diaphus fragilis,158887,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,Diaphus fragilis,North Central Pacific Gyre
Caulobacter,571097,Genus,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,NA,North Central Pacific Gyre
Vinciguerria lucetia,274961,Species,Animalia,Chordata,Actinopteri,Stomiiformes,Phosichthyidae,Vinciguerria,Vinciguerria lucetia,North Central Pacific Gyre
Gracilaria coronopifolia,371184,Species,Plantae,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae,Gracilaria,Gracilaria coronopifolia,North Central Pacific Gyre
Fluviicola,559989,Genus,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Fluviicola,NA,North Central Pacific Gyre
Galaxaura,144203,Genus,Plantae,Rhodophyta,Florideophyceae,Nemaliales,Galaxauraceae,Galaxaura,NA,North Central Pacific Gyre
Lefroyella,171715,Genus,Animalia,Porifera,Hexactinellida,Sceptrulophora,Euretidae,Lefroyella,NA,North Central Pacific Gyre
Codium edule,374214,Species,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Codiaceae,Codium,Codium edule,North Central Pacific Gyre
Lampanyctus hawaiiensis,1525480,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Lampanyctus,Lampanyctus hawaiiensis,North Central Pacific Gyre
Caracanthus typicus,277038,Species,Animalia,Chordata,Actinopteri,Perciformes,Scorpaenidae,Caracanthus,Caracanthus typicus,North Central Pacific Gyre
Chelonioidea,987094,Superfamily,Animalia,Chordata,NA,Testudines,NA,NA,NA,North Central Pacific Gyre
Centrobranchus nigroocellatus,126584,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Centrobranchus,Centrobranchus nigroocellatus,North Central Pacific Gyre
Brotula multibarbata,217797,Species,Animalia,Chordata,Actinopteri,Ophidiiformes,Ophidiidae,Brotula,Brotula multibarbata,North Central Pacific Gyre
Astronesthes cyaneus,275012,Species,Animalia,Chordata,Actinopteri,Stomiiformes,Stomiidae,Astronesthes,Astronesthes cyaneus,North Central Pacific Gyre
Padina sanctae-crucis,373195,Species,Chromista,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Padina,Padina sanctae-crucis,North Central Pacific Gyre
Drouetia coalescens,498205,Species,Plantae,Rhodophyta,Florideophyceae,Rhodymeniales,Rhodymeniaceae,Drouetia,Drouetia coalescens,North Central Pacific Gyre
Myripristis amaena,276190,Species,Animalia,Chordata,Actinopteri,Holocentriformes,Holocentridae,Myripristis,Myripristis amaena,North Central Pacific Gyre
Diaphus perspicillatus,158890,Species,Animalia,Chordata,Actinopteri,Myctophiformes,Myctophidae,Diaphus,Diaphus perspicillatus,North Central Pacific Gyre
Sargocentron tiere,217954,Species,Animalia,Chordata,Actinopteri,Holocentriformes,Holocentridae,Sargocentron,Sargocentron tiere,North Central Pacific Gyre
Gardineria hawaiiensis,287443,Species,Animalia,Cnidaria,Anthozoa,Scleractinia,Gardineriidae,Gardineria,Gardineria hawaiiensis,North Central Pacific Gyre
Oxalobacteriaceae,393946,Family,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteriaceae,NA,NA,North Central Pacific Gyre
Bacteroidales,559847,Order,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,NA,North Central Pacific Gyre
Stomatopoda,14355,Order,Animalia,Arthropoda,Malacostraca,Stomatopoda,NA,NA,NA,North Central Pacific Gyre
Gnathophis,125625,Genus,Animalia,Chordata,Actinopteri,Anguilliformes,Congridae,Gnathophis,NA,North Central Pacific Gyre
Sargocentron spiniferum,217950,Species,Animalia,Chordata,Actinopteri,Holocentriformes,Holocentridae,Sargocentron,Sargocentron spiniferum,North Central Pacific Gyre
Thermoplasmatales,416269,Order,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,NA,NA,NA,North Central Pacific Gyre
Polysiphonia,143853,Genus,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Polysiphonia,NA,North Central Pacific Gyre
Acidimicrobiales,559511,Order,Bacteria,Actinobacteria,Actinobacteria,Acidimicrobiales,NA,NA,NA,North Central Pacific Gyre
Aphanostichopathes spiessi,1516570,Species,Animalia,Cnidaria,Anthozoa,Antipatharia,Aphanipathidae,Aphanostichopathes,Aphanostichopathes spiessi,North Central Pacific Gyre
Physiculus,125770,Genus,Animalia,Chordata,Actinopteri,Gadiformes,Moridae,Physiculus,NA,North Central Pacific Gyre
Sphoeroides pachygaster,127417,Species,Animalia,Chordata,Actinopteri,Tetraodontiformes,Tetraodontidae,Sphoeroides,Sphoeroides pachygaster,North Central Pacific Gyre
Sigmops ebelingi,279335,Species,Animalia,Chordata,Actinopteri,Stomiiformes,Gonostomatidae,Sigmops,Sigmops ebelingi,North Central Pacific Gyre
Clavularia grandiflora,286025,Species,Animalia,Cnidaria,Anthozoa,Malacalcyonacea,Clavulariidae,Clavularia,Clavularia grandiflora,North Central Pacific Gyre
Liocranchia valdiviae,341819,Species,Animalia,Mollusca,Cephalopoda,Oegopsida,Cranchiidae,Liocranchia,Liocranchia valdiviae,North Central Pacific Gyre
Acetobacteraceae,570909,Family,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,NA,NA,North Central Pacific Gyre
Carcharhinus amblyrhynchos,217337,Species,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus amblyrhynchos,North Central Pacific Gyre
Antigonia capros,127418,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Caproidae,Antigonia,Antigonia capros,North Central Pacific Gyre
